Operator; left array; right array; result
DoubleProductOfTwo; [-0.006520123266981148, 0.5136012740425691, -0.3221971113137385]; [0.22118104515742987, 0.09835756499397008, -0.6765724594879314, -0.7329596816144341, 0.825039452402514]; [-0.0014421276787461666, 0.05051657069262783, 0.2179896920414429]
DoubleProductOfTwo; [-0.9155191943114322, -0.8394565211563887, 0.1781140019363503, 0.2620106227332806, -0.05973459331747755]; [0.3487897202237751, 0.9298884557171794, -0.4613529607700433, -0.4914278727487338, 0.47565524121082503]; [-0.31932368364338043, -0.78060092809983, -0.08217342214793644, -0.1287593229673871, -0.02841307239305532]
DoubleProductOfTwo; [0.3012308709109701, -0.5755448398510337, 0.7283304794656915]; [0.6950727011839166, -0.3453325275672041]; [0.20937735512407168, 0.19875435427401916]
DoubleSumSqrtsOfTwo; [-0.629487173972801, 0.12593588829548108, 0.6753261165209545, 0.48616147045244107]; [0.04295746940696543, 0.9353868533638752, 0.13988702967430044, 0.1278319009462936, -0.5564271829455099]; [NaN, 1.3220284650784526, 1.1957970257493171, 1.0547886760478888]
DoubleProductOfTwo; [-0.16254215657921822]; []; []
DoubleSumSqrtsOfTwo; [-0.8615538436748909, -0.5769899938107472]; [-0.6895929016899169, -0.01796818393175781, 0.9373627640113096]; [NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.8518912477963063, -0.225442400142851, 0.6940430728408782]; [0.7332051679722922, 0.9733581012451438]; [NaN, NaN]
DoubleProductOfTwo; [0.09496022035726215, -0.9376885684119882, 0.2700101154111534, -0.16546216365866884]; [-0.2987748895927671, 0.4718744073988994, 0.8803422658154412]; [-0.028371729352945834, -0.4424712375441293, 0.23770131679414355]
DoubleSumOfTwo; [-0.2695828621938654]; [0.7452634547589965]; [0.47568059256513107]
DoubleSumSqrtsOfTwo; [0.06425456818490471, -0.5278139085071032, 0.16568874855723226]; [0.8956528652627525, -0.9035745586212636, -0.4518415879775537]; [1.1998742315704678, NaN, NaN]
DoubleSumOfTwo; [-0.2732368290005638]; [-0.795607315219695, -0.7819316428184826, 0.4704805445216016, 0.6078670589619999, 0.5339024165088992]; [-1.0688441442202588]
DoubleSumOfTwo; [-0.20195882706970103, 0.8746036093839054, -0.7025325506858529, -0.7471788312793819]; []; []
DoubleSumSqrtsOfTwo; []; []; []
DoubleSumSqrtsOfTwo; [0.6048067999834086, 0.38633321600282344]; [0.09012234203305725, 0.6923681966498783]; [1.0778970898554032, 1.4536437420264612]
DoubleSumSqrtsOfTwo; [0.3818983955051194]; [-0.3882477362960586, -0.39356483398828335, -0.7992724501974591]; [NaN]
DoubleProductOfTwo; [-0.8416739041507366, -0.25380486497269494, 0.08387050993274858, 0.5411237327332259, 0.4951582989748622]; []; []
DoubleProductOfTwo; [0.08797830366003945]; [0.8437644177736425, -0.1500421642385723, -0.706661905175467]; [0.0742329621644259]
DoubleSumOfTwo; []; [0.24454615569221239, -0.9550571680055995, 0.4045770243461795]; []
DoubleSumOfTwo; []; [-0.725875508386056, -0.11685629017132215, 0.6019383079587672, -0.9540470770167946, -0.2076247155398543]; []
DoubleSumOfTwo; [0.5050816482710438, -0.0241258506596691]; [-0.7402516223096385, 0.2542176350201215, 0.9121111913965247, -0.5613373673463655]; [-0.23516997403859463, 0.2300917843604524]
DoubleSumOfTwo; [0.639954409779038]; [0.08447896805142885, 0.7853803827782995, 0.36624289045332725, -0.25751743511984837]; [0.7244333778304668]
DoubleSumOfTwo; [0.9255806929157899]; [-0.8881043989728739]; [0.03747629394291607]
DoubleProductOfTwo; [-0.8658387028732681, 0.18180136142903702, -0.45157591227768346, 0.07036669410684704, 0.2688755903806732]; [-0.768091920869632, 0.8171261796189497, 0.42776493071098765, -0.34925730936837907, 0.16363036925225427]; [0.665043712453199, 0.14855465191403291, -0.1931683388262143, -0.02457608225290517, 0.04399621213690742]
DoubleSumSqrtsOfTwo; [-0.026707754218140645, -0.5001211369240588, 0.7697275806190944]; []; []
DoubleSumOfTwo; [0.0834561149378501, 0.49183823193485066, -0.7063959663436574, -0.6975514139755061]; [0.13479137262006935, -0.19079384583931214, 0.5756564896434531, -0.390746330053213]; [0.21824748755791945, 0.3010443860955385, -0.13073947670020436, -1.0882977440287191]
DoubleSumSqrtsOfTwo; [0.5807514925796038, 0.3361423058675794, 0.30185383729829485, -0.8574010737483884, -0.49170824991701734]; [-0.6589625621165183, -0.9069407454437433]; [NaN, NaN]
DoubleSumOfTwo; [-0.7869199786850922, 0.6766880815262926, 0.5261546811526729, 0.25833807489654825, -0.9229556527057763]; [-0.6209186279546617, 0.41790100748393, 0.24282977118652793, 0.8897905235240453]; [-1.407838606639754, 1.0945890890102226, 0.7689844523392009, 1.1481285984205936]
DoubleSumSqrtsOfTwo; [-0.905998476760979, 0.053624202480992755, 0.3172900772819893, -0.2890605431002842, 0.1744910466521883]; []; []
DoubleProductOfTwo; []; [0.8712473749752718, 0.8282128195197731, -0.546360109021828, 0.8556512268029111]; []
DoubleSumOfTwo; [-0.8056209784397728, 0.391892531390843]; [0.43684879319239345, 0.45713629136359923, 0.2543669478467723, -0.9572565892773977, -0.9699940591245892]; [-0.3687721852473793, 0.8490288227544422]
DoubleSumSqrtsOfTwo; [0.8153247805921229, 0.30209081358774337, 0.5356422256060316, 0.7719987656147105]; [0.7006002178862787, 0.03611721376321908, 0.7540164957967064]; [1.7399720141494437, 0.7396731804501508, 1.6002170589790805]
DoubleSumOfTwo; [-0.6986061377265977, -0.7416234104929542]; []; []
DoubleSumOfTwo; [0.31016868093818784, 0.4898525842363244, 0.4524870403563508, 0.35820643475770475]; [-0.11831346248658559, -0.26124948657268776, -0.048195654756681305, 0.14351380647251077]; [0.19185521845160225, 0.22860309766363662, 0.4042913855996695, 0.5017202412302155]
DoubleProductOfTwo; [0.8245955305639479, -0.9073934971087716, 0.2922628366347493, -0.9548041106369165, 0.1532062726462904]; [-0.18554281179877585, -0.43272103430440256, -0.9444581703262591, 0.1905194508362531]; [-0.1529977733375383, 0.3926482525899966, -0.27603002394241766, -0.1819087548147424]
DoubleSumSqrtsOfTwo; [-0.2555285026793339, 0.3146902665367117, -0.8453808949767174, -0.7369756420023428]; []; []
DoubleSumSqrtsOfTwo; [-0.6869691379125089, -0.24956564863526665, 0.43948170406199427]; [0.4154121739704544, 0.6262905864482211, 0.16450676917440576, -0.2727429654205089]; [NaN, NaN, 1.0685285033491287]
DoubleSumSqrtsOfTwo; [-0.9875478835526259, 0.8415684739547857, -0.29320163937656996, 0.18637224994958457]; [0.33160773090854656, 0.864360341021712, -0.6920100509428817]; [NaN, 1.8470802281140417, NaN]
DoubleProductOfTwo; [-0.10411746254428356]; []; []
DoubleSumSqrtsOfTwo; [-0.45120240997727534, -0.22426579982456718, -0.9392394106250088, 0.14106915291809852, 0.8810334593082796]; [0.3383096229180047, -0.970855264678399, 0.724175299293516, 0.0734972329959156]; [NaN, NaN, NaN, 0.6466954680828584]
DoubleSumSqrtsOfTwo; []; [-0.5690199649970553, -0.8410505606835477, -0.39764611743701606]; []
DoubleSumSqrtsOfTwo; [0.9049454731341224, -0.6730094193637273, 0.7297237693910452, 0.7606024544598164]; [-0.06584116484451563, -0.6430643467792496, -0.3811515646496344, -0.6143357578353503]; [NaN, NaN, NaN, NaN]
DoubleProductOfTwo; [0.3214821403074133]; [0.6876951130922306, -0.4591071666026194, -0.8724222843789442]; [0.22108169683583895]
DoubleSumOfTwo; [-0.7666718623505353, -0.2997205851057394, -0.6195354232193007, 0.5187597595359623, 0.07384706596335944]; [-0.235991081409483, 0.754354808082226, 0.4662110471670826, 0.5867914920394544]; [-1.0026629437600183, 0.4546342229764866, -0.15332437605221805, 1.1055512515754167]
DoubleSumOfTwo; [-0.9185962793864961, 0.01886062030922564, 0.14063433208388743]; [0.7319345168246014, -0.282384150650572, -0.9192561019946186, 0.5569619399977899, 0.1642271590738833]; [-0.1866617625618947, -0.26352353034134635, -0.7786217699107312]
DoubleProductOfTwo; [-0.06981364645893828]; [-0.4246356374100839, -0.32601198986818747, 0.1302096038028775]; [0.029645362264013507]
DoubleSumOfTwo; []; [0.47936482256563284, -0.7568972961946467, -0.063491601038278, 0.6450177617324029, -0.27381896844630593]; []
DoubleSumSqrtsOfTwo; [-0.33473295612486087, 0.8415710318948799, 0.9246563222512734, 0.014911904084942584, 0.9132552949511186]; [-0.668855880685653]; [NaN]
DoubleSumSqrtsOfTwo; [-0.7779635556537914, -0.9114604342483921, -0.8801765512271384]; []; []
DoubleSumSqrtsOfTwo; [-0.4032873054905617, -0.5483951717945617, -0.8997496329902741, -0.5011123740667591, -0.772983336160193]; [0.2862189692241537, 0.16097731380415636, -0.07963347399678189]; [NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [0.5383469079102434, -0.22874848802774883, -0.6975593888478513, 0.7891489708741843]; [0.39751898289339027]; [1.3642123388731267]
DoubleProductOfTwo; []; [0.9247347049208199, -0.7629039023558981, -0.3176515077739517, 0.8808474778925113, -0.7213159926364661]; []
DoubleProductOfTwo; [0.3608528499719552, -0.033413639744129364]; [0.7081464780609288, -0.13443145613869345]; [0.2555366748058888, 0.0044918442456970305]
DoubleProductOfTwo; [0.07137494777588627, -0.5528785942594634, -0.4510145431092263]; [0.7652231631137001, -0.3357647295281645, -0.006775929482246701, 0.019132711651583145]; [0.05461776330413884, 0.18563713166344054, 0.003056042739575832]
DoubleProductOfTwo; [-0.9986735796631585]; [0.8211431566344245, 0.03926921983203502, -0.5316788233220326, 0.31289535157530834]; [-0.8200539756520063]
DoubleProductOfTwo; []; [-0.9810805150956705]; []
DoubleSumSqrtsOfTwo; [0.8786015658337709, -0.4938241713902305, -0.8749226840478364, 0.06484697183534482, 0.7473044654799823]; [-0.37865686239606977, 0.904846917713994, 0.40347647150163346, -0.16241810188203187]; [NaN, NaN, NaN, NaN]
DoubleProductOfTwo; [0.2195681821150841]; [0.011043425160979226, -0.15807754029892584]; [0.0024247847869201884]
DoubleProductOfTwo; [0.5855413198822548, -0.06033349731281179, 0.1345135623514626, 0.9051350167973502, 0.8457428171777333]; [0.2020418404035842]; [0.11830384590135457]
DoubleSumOfTwo; [-0.527048348907494, 0.1595878517581295, 0.8949583446203144, 0.6026038927198492]; [0.8963571928349137]; [0.3693088439274197]
DoubleSumOfTwo; [-0.46672436676586493, 0.6001637146515317, -0.014357340205622071, 0.5328590132762394]; [-0.0881331235901055, 0.5408624562053979, -0.1875794994574138, 0.440982394331652, -0.8946883482981061]; [-0.5548574903559704, 1.1410261708569296, -0.20193683966303588, 0.9738414076078914]
DoubleSumOfTwo; [0.39342045993499064]; [0.7879446030770865, 0.3332636324506739, -0.3438436562232441]; [1.181365063012077]
DoubleSumOfTwo; [-0.5348323338501559]; [0.6165863845623025, -0.3225543937297861, 0.9002712524620247, -0.09139929961075377]; [0.08175405071214659]
DoubleSumOfTwo; [0.22791807602889036, 0.9253148128362705, 0.19264994784387635, 0.851100227809618, -0.15266169760383463]; [-0.8944308875767135, 0.27539143374778585, -0.5568478242262698, 0.8817635588853778, 0.5659340211688517]; [-0.6665128115478232, 1.2007062465840563, -0.3641978763823934, 1.7328637866949959, 0.4132723235650171]
DoubleProductOfTwo; [-0.6080688484228722, 0.6581432950084516, 0.7488636317902184, 0.2610721095898787]; [-0.05896227380023178, -0.43062336590153083]; [0.035853121930101026, -0.2834118809420636]
DoubleSumOfTwo; [-0.500976186204416, 0.6566596421237862, 0.2160476108857794, -0.21496689778131706, -0.6375811857979354]; [0.056332110761435183, 0.08926129317647935]; [-0.4446440754429808, 0.7459209353002656]
DoubleProductOfTwo; [-0.2606184140863148]; [-0.8007132055483717, -0.04297222863686101, -0.6216209356806908, 0.6186195477918082]; [0.20868060576798603]
DoubleSumSqrtsOfTwo; []; [-0.7603049678913987, -0.10041163341593284]; []
DoubleSumSqrtsOfTwo; [-0.9286936838718103]; [-0.15769711343687187]; [NaN]
DoubleSumSqrtsOfTwo; []; [-0.5302080422219488, 0.2053015235048008]; []
DoubleProductOfTwo; [0.5876124705802823, 0.2264035625428471, -0.44525681710072695, -0.024599573108864625, 0.8193802438472029]; [-0.7783902275286847, -0.7157476428090015, -0.22063818339965602]; [-0.4573918046736785, -0.16204781621360315, 0.09824065527141729]
DoubleProductOfTwo; [0.8211352925605373]; [0.9505635044316101, 0.1847711733402042]; [0.7805412413088197]
DoubleSumOfTwo; [-0.4308260715502834]; []; []
DoubleSumSqrtsOfTwo; [-0.2920010445834915, 0.1603061009503295, -0.8367949466004161, 0.5305714994730124]; [0.5731607546861124, -0.3387162783958102, -0.16987441743148035, 0.8185662091545469, 0.05021966898972674]; [NaN, NaN, NaN, 1.6331498795119836]
DoubleSumOfTwo; [-0.6581609827349966, 0.49620229676537764, -0.5765743804101795, -0.47710323796030574]; [-0.572803026805206, -0.25622929729894617, -0.22541534562316556, -0.0759255938164829, -0.7054716634938609]; [-1.2309640095402026, 0.23997299946643147, -0.8019897260333451, -0.5530288317767886]
DoubleProductOfTwo; []; []; []
DoubleProductOfTwo; []; [0.9461562407097759, -0.8861994826169686]; []
DoubleSumSqrtsOfTwo; [-0.4319285413201679, -0.1392462243545527, 0.14057669209236812, -0.8448105332692957]; [-0.47548445218565916]; [NaN]
DoubleSumOfTwo; [0.3273291604116173, -0.7438508515531228, 0.09861387414273826, -0.3308723946359793]; [0.8963311239028899, 0.8567302526576319, -0.3257859817155868, 0.7361870805222899, -0.03526045852991322]; [1.2236602843145072, 0.11287940110450911, -0.22717210757284856, 0.4053146858863106]
DoubleSumOfTwo; [-0.7209777749393509, -0.43029149629605334, -0.5506016482364586, -0.741107432534561]; [0.3295795513941291, -0.6715847635616905, -0.8776666468640617, -0.611333406384402]; [-0.3913982235452218, -1.1018762598577438, -1.4282682951005203, -1.352440838918963]
DoubleSumOfTwo; []; []; []
DoubleSumOfTwo; [-0.44994497769714825]; [0.6047721491603304, 0.996577224127098, -0.6189867619714484, -0.5317736048144153, 0.525466154316558]; [0.15482717146318214]
DoubleSumOfTwo; [0.025158033350094477]; [0.8950627277374228, -0.7769516455845931]; [0.9202207610875173]
DoubleSumSqrtsOfTwo; [-0.17189396987541983, 0.8107941435219146, -0.9739192194782686, -0.5148221590409217]; [-0.5642965207740416]; [NaN]
DoubleSumSqrtsOfTwo; []; [0.9729456647156927, 0.8731453368076132, -0.3098770445242609, 0.17405456568028455, 0.34461078734765005]; []
DoubleProductOfTwo; [0.37548636543080627, -0.7406298540293925, 0.4504423845346812, -0.9107412619688744]; [-0.684988525259902, -0.2944535857625734, -0.11409147319305246, 0.08024724336225031]; [-0.2572038517116486, 0.21808111624176596, -0.05139163524015321, -0.07308447568925923]
DoubleSumSqrtsOfTwo; [-0.162383250900622, 0.3008768677600373, -0.8703286065745899, 0.699522036384326, -0.6365388928963953]; [0.33390104909836404, -0.6169054946409214, 0.5893524493512257, 0.33646115757212325]; [NaN, NaN, NaN, 1.4164270595137602]
DoubleSumOfTwo; []; [-0.11238554931482403, -0.47806054443241175, 0.8303074212546324]; []
DoubleSumSqrtsOfTwo; [0.9058402542847865, 0.5429049462443893, 0.1294628788751504, 0.5206313362549502, 0.3376446610283168]; [-0.5556429957324185, 0.23924804045977344]; [NaN, 1.225950718248285]
DoubleSumOfTwo; [0.7966313106620715, 0.7217176797296565, 0.7611989577110267]; [0.13548714339620394, -0.039359234445877966, 0.369700577571882, -0.26562652385060814, 0.16976066141118373]; [0.9321184540582754, 0.6823584452837785, 1.1308995352829088]
DoubleSumOfTwo; [0.5725774356278066, 0.19220675678408305, 0.2214119271147812]; [-0.7728134299475262, 0.11306698501288315, 0.2983952274552317, 0.9339992974228102]; [-0.2002359943197196, 0.3052737417969662, 0.5198071545700129]
DoubleSumSqrtsOfTwo; [-0.7888581060457815, -0.8594431869910042, 0.07874552601152263, 0.40881683548851, -0.28541477848941077]; [0.7417969170971563, -0.8880835410838881, 0.1604549133699973]; [NaN, NaN, 0.6811845704977089]
DoubleSumOfTwo; [-0.09266057975587394, 0.5145187577681924, 0.37914715765403373, -0.5641099395334999]; [0.592519477754818]; [0.499858897998944]
DoubleProductOfTwo; [-0.6769039809311415, -0.5252609568127036, -0.47677581365416644, 0.3716203436737364]; [-0.36757639385817575]; [0.24881392429891233]
DoubleSumOfTwo; []; [-0.23126660101893437]; []
DoubleSumOfTwo; [0.6630868435851274, -0.09339329503644356, 0.3522050439747104]; [-0.19202058215921158]; [0.4710662614259158]
DoubleProductOfTwo; [0.26930459210298396, -0.6213247394440529]; [0.8132914943085332, -0.3656363466742538, -0.6138554520028794, 0.4171877980998211, -0.25033175218479364]; [0.21902313413558583, 0.22717890782865613]
DoubleSumOfTwo; []; []; []
DoubleSumOfTwo; []; [-0.8459478839328429, -0.9073577888071103, -0.9913979069388974, -0.02586161443745172]; []
DoubleSumSqrtsOfTwo; []; []; []
DoubleSumOfTwo; [0.20917198743109844, -0.08977276650102173, 0.1940553220061092]; [-0.18729443417244207]; [0.021877553258656368]
DoubleSumSqrtsOfTwo; [0.5834405249644363]; [-0.8219364291474298, 0.7255823506980867, 0.3021122451802387]; [NaN]
DoubleSumOfTwo; []; []; []
DoubleSumSqrtsOfTwo; []; [0.8158246095977817, -0.16877676452231083, 0.2747809501978633, 0.6569410498484352]; []
DoubleSumOfTwo; [-0.5986057342662672]; [-0.9499827056926242, -0.7259379221539874]; [-1.5485884399588914]
DoubleSumSqrtsOfTwo; []; [-0.42285787939305175, 0.7261104281801705, 0.8445087531356674, 0.01945340460526679, 0.5938005814286424]; []
DoubleSumSqrtsOfTwo; [0.9123659729664193, 0.7964376576030592, -0.7247494430433208, -0.15958749538838912, -0.35532293099040424]; []; []
DoubleSumOfTwo; []; [-0.09851046406860142, -0.7053594194435604, 0.3888908099388386]; []
DoubleSumSqrtsOfTwo; [0.9999997212165772]; [-0.2619571828177898, -0.09325146680363905, 0.6039749194723885, -0.675275053609599]; [NaN]
DoubleSumOfTwo; [-0.965766251899481, -0.8806126268238486, 0.8466720174140594]; [-0.7195161686599179]; [-1.6852824205593988]
DoubleSumSqrtsOfTwo; [0.11337988282422518, -0.4518810145563865, -0.7031897825720841]; [0.3234718705557629, 0.6685075786541808]; [0.9054651690093753, NaN]
DoubleSumSqrtsOfTwo; [0.9060623083478325, -0.33326247007159804, -0.9129196207002002]; [-0.15007005810943297, 0.7752128501615969, -0.8573466880600213, 0.4052005031068704]; [NaN, NaN, NaN]
DoubleSumOfTwo; [-0.25447250371671104, 0.9288655225931204]; [0.01701209412556759, -0.9563562028084189, -0.00841525244151109]; [-0.23746040959114345, -0.027490680215298546]
DoubleSumOfTwo; [0.5860619631023767]; [-0.8351068355500448, -0.4002985735555289, 0.47273992680392407, -0.8471901311866199, -0.23081844442543886]; [-0.24904487244766815]
DoubleProductOfTwo; [-0.5150584104549032, 0.8528083408977485, -0.7588480319115887]; [-0.48613955847057766]; [0.2503902682451042]
DoubleSumOfTwo; [-0.576075697370845, 0.02394244628762765, 0.05598866082290943, 0.8416666003029489, -0.5184110562934023]; [-0.530204516613737, -0.39911231865389585, -0.18818464581712657, 0.27464948534803035, 0.009057938064120252]; [-1.106280213984582, -0.3751698723662682, -0.13219598499421714, 1.1163160856509793, -0.5093531182292821]
DoubleSumOfTwo; [-0.42205830049218007, 0.5954528812758126]; [0.727410302061116]; [0.30535200156893594]
DoubleSumOfTwo; [-0.581060202809802, -0.6569369503109794, 0.7109483177203653]; []; []
DoubleProductOfTwo; [-0.5000075140816449, -0.9661254002539266]; [0.8269327210112736, -0.2719098131353257, -0.9529597737558366, 0.5729238325311501, 0.9431490403918366]; [-0.4134725741456173, 0.2626989770483369]
DoubleSumSqrtsOfTwo; [-0.6402944285709884, -0.8424459108605442, 0.17006442565523594, -0.3210498667035171]; [-0.3888270716289557, 0.7815758015365768]; [NaN, NaN]
DoubleSumOfTwo; [0.8647439445647542]; [0.8002107814887509, -0.027247141602860347]; [1.6649547260535051]
DoubleProductOfTwo; [0.9670285944293004, -0.3442075899503918, -0.09875565459907065, 0.51661461855003]; [-0.18990641785518503, 0.6299819457736369, -0.6087325457497945, -0.8001112764252623, 0.4650823671094515]; [-0.18364493633160298, -0.21684456726700196, 0.06011578103127968, -0.41334918186801445]
DoubleSumOfTwo; [-0.3527710077771644, -0.06678681679582343]; [0.6770289013207182]; [0.32425789354355383]
DoubleProductOfTwo; [-0.5351570171663418]; [0.5976366696187845, 0.836907135740151, 0.48922126058090964]; [-0.3198294574624152]
DoubleSumOfTwo; [0.870315339187536]; [0.34127851041615553]; [1.2115938496036915]
DoubleProductOfTwo; [-0.04255111026216962, 0.6255293426727737]; []; []
DoubleSumOfTwo; []; [0.09792928152637836, -0.9001728120651691, 0.7609686775973925]; []
DoubleSumOfTwo; [0.13991931399900248, -0.3338816551444652, -0.7101642763219269]; [0.3937585167844051, -0.23973932293358224, -0.4427019659687912]; [0.5336778307834076, -0.5736209780780475, -1.152866242290718]
DoubleSumSqrtsOfTwo; [0.57068101152843, -0.17289621248127096, 0.2398520123736021, -0.5907619491154799, 0.22588351133880624]; []; []
DoubleSumOfTwo; [-0.5510294349562825, 0.5789743898874804]; [0.32983393139873085, -0.09528087922665818]; [-0.2211955035575517, 0.4836935106608222]
DoubleProductOfTwo; []; [0.835031354883937]; []
DoubleSumSqrtsOfTwo; [0.18342792177212996, 0.7718628886747849]; [0.22174346650796917]; [0.899181310423375]
DoubleSumOfTwo; [-0.1446597690434659, 0.5289600040513465]; [-0.3906134581810661]; [-0.535273227224532]
DoubleProductOfTwo; [-0.2549493956815587, -0.24070330473800605, 0.9649473225962042, 0.32504134581063604]; [0.49979268697763124, -0.5696344040765509, -0.08235387149077789]; [-0.12742184351100952, 0.1371128835536905, -0.079467147800458]
DoubleSumSqrtsOfTwo; [-0.9524650308152307]; [0.2716893040452346, -0.3866518722323793, 0.9427795700577517, 0.07124642621015376, 0.7159585842473455]; [NaN]
DoubleSumOfTwo; [0.5908279653749058, 0.8291823536284806, -0.5550954890191155, -0.4396946811030993, 0.5217435749087003]; [0.2696779830225904, 0.2338977410273151, -0.9636952094641329]; [0.8605059483974962, 1.0630800946557957, -1.5187906984832484]
DoubleSumSqrtsOfTwo; [0.4538675460409296]; [0.49231529124129136, 0.14084757114177737, -0.9182767856275169, -0.11670074383305495, -0.315454839590378]; [1.3753487549685093]
DoubleSumSqrtsOfTwo; [-0.6883459589810192, 0.8270201484089332]; [-0.34209142215268207, -0.9551287996610387]; [NaN, NaN]
DoubleSumOfTwo; [-0.6406987302118772, -0.587520015976662]; [-0.9920064327162799]; [-1.632705162928157]
DoubleSumOfTwo; [-0.13903911327370433]; [-0.09471087225089359]; [-0.23374998552459791]
DoubleProductOfTwo; [-0.7218762712226336, 0.5362450640833698, 0.14015737861910105, 0.2686342886075781, -0.27324492831853475]; [-0.8895616791984737, 0.007785123597124022]; [0.6421534680023389, 0.004174734102236725]
DoubleProductOfTwo; [-0.6750370738374474, -0.21880215300628203, -0.2238996330982883, -0.6594049858172122, 0.013295438492299638]; [-0.8600150505861357, 0.0427295606645377, 0.9171489492204952]; [0.5805420432038293, -0.009349319870413389, -0.20534931322694952]
DoubleProductOfTwo; [0.48570064099969334]; [0.3814623953307412, -0.8040273388385053, -0.25610397968445664]; [0.18527652992941945]
DoubleSumSqrtsOfTwo; [-0.5249232882831041, 0.47447484305460086, -0.3505088155888574, 0.15514554027920635]; [-0.9011073710496145, -0.8754979407614432, 0.7740795583789988, 0.7870963539342026]; [NaN, NaN, NaN, 1.2810696961925587]
DoubleProductOfTwo; []; [0.02180290293769893, -0.4826802722202994, 0.12792303441891906, -0.4094663738937141]; []
DoubleSumSqrtsOfTwo; [-0.33237308935930066, -0.382040547458258, 0.5607132530469907]; [0.6737582363253656, 0.0012603973843043903, -0.6590520842665484, 0.2756667066361538, -0.043233193967441075]; [NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.706332434701417, 0.6285067373509998, 0.6073196669996421, -0.6303462083413334]; [0.23817785127419366, -0.2434013719856658, -0.9906988594083093]; [NaN, NaN, NaN]
DoubleProductOfTwo; [-0.35734031549743883, 0.8038908874883739]; []; []
DoubleProductOfTwo; [0.03440791448445846, 0.5451137338458996, -0.38775728438434887, 0.29207131811790443, 0.4710472157558674]; [0.03628044935567121, -0.5929950251555234, -0.7960077939663748]; [0.0012483345988876608, -0.3232497323145705, 0.3086578205371778]
DoubleProductOfTwo; [-0.046015426309328644, 0.946043062351734]; [-0.12074376370224815]; [0.005556075760951791]
DoubleProductOfTwo; []; [-0.266234333222944, -0.9831106220928947, 0.06312678339985167, -0.7875472502018759, -0.03272453196442049]; []
DoubleSumSqrtsOfTwo; [0.37029712555559247, -0.9010870298396536]; [-0.2382997371237816, -0.8015942460864771, -0.9733021234646961, -0.5773094172780648]; [NaN, NaN]
DoubleProductOfTwo; [-0.12603471066790872, 0.16633859241488103, -0.9276451740737544]; []; []
DoubleProductOfTwo; [0.33348505222495683, 0.6865897308277535, 0.47276894337232633]; [0.9213637678077409, 0.5032906684558918, 0.7171592551970043, -0.04453314020336352, 0.23316636141361768]; [0.30726104422554745, 0.34555420458325087, 0.33905062330917224]
DoubleSumSqrtsOfTwo; [0.525361992221185, -0.5652730352870998, -0.6253078777878465]; [-0.41706567672813644, -0.1374533673591678, 0.9418484490309376, 0.4115464639979052]; [NaN, NaN, NaN]
DoubleSumOfTwo; [0.4449435766505947]; [-0.08552926338983169]; [0.359414313260763]
DoubleSumOfTwo; [0.39883667828854397, -0.3175745533239984, 0.08226119441035307, 0.408716260492477]; [0.8860988685627891, 0.24131140090855774, -0.468228472522211, 0.8699571717531032, -0.9726303270476455]; [1.284935546851333, -0.07626315241544068, -0.38596727811185794, 1.2786734322455802]
DoubleProductOfTwo; [0.8717252972636038]; [-0.9682301224968126, 0.5323502501346844, -0.11389066636921075, 0.3627358051234262, -0.03994367685401756]; [-0.8440306913531095]
DoubleProductOfTwo; [0.7343039916146759, -0.600712071183664, 0.9184990487271689, -0.3663355360930338, -0.42892311037072295]; [-0.07277052893222846, -0.131615879644859]; [-0.05343568986684662, 0.07906324766212308]
DoubleSumSqrtsOfTwo; [-0.8329358347745466, -0.6205147012125769]; [-0.6248559416218575, -0.075186089365334]; [NaN, NaN]
DoubleSumOfTwo; [0.9938789861033244, -0.5096710884418543]; [0.7814281364552815, -0.621467966450558, -0.3721365215554109, -0.3920308057591846, -0.7302332706974384]; [1.775307122558606, -1.1311390548924123]
DoubleProductOfTwo; [0.8260828466535424, 0.7720883164465693, -0.8371743828704552]; [0.8265244641294998, 0.29187021600565166, -0.019017039997239582, -0.9686181461763823, 0.4918652796015621]; [0.6827776821568908, 0.2253495836967001, 0.01592057872371181]
DoubleProductOfTwo; [-0.0627605443299204, 0.73809167239823]; [0.1296219387195945]; [-0.008135143431141335]
DoubleSumOfTwo; [0.24249404229577243, 0.9416036077090049, -0.9669020060771725, 0.5596453751034436]; [-0.9041341977224358, 0.5957148377984287, -0.6951200284548793, -0.7744623330686464]; [-0.6616401554266633, 1.5373184455074336, -1.6620220345320518, -0.21481695796520284]
DoubleSumOfTwo; [-0.2198371334292777]; [-0.835241190281838, 0.963057675842967, -0.8665987912591571]; [-1.0550783237111157]
DoubleSumSqrtsOfTwo; [-0.30870901605482914, -0.3409714480880459, -0.3912991498521796, -0.04822099717920225, 0.7976014346982792]; [-0.7074880517144302, 0.5455655653654419, 0.8325329033944744, -0.34500338475404946]; [NaN, NaN, NaN, NaN]
DoubleSumOfTwo; [-0.885193684778103, 0.20643290144056037, 0.9785649312151707, 0.7595316804620909, 0.06934944144354893]; [-0.285174288992571, 0.9935994568140618, 0.09157689365873956]; [-1.170367973770674, 1.2000323582546222, 1.0701418248739103]
DoubleSumSqrtsOfTwo; [-0.4389627481094407]; [-0.039418021146055526, 0.660571156918327]; [NaN]
