First operator; Second operator; Init; Left array; Right array; Expected result
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5203136327679183, -0.7177389916409722, 0.5838330872477333, -0.5837518731653442, -0.08345449268558514, -0.42873285612838474, -0.7602776196342305, -0.11809020852211582]; [-0.26510127473150824, 0.6337571981192052]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.05377561682753029, -0.630683212966102, 0.7868338802280768, -0.35897434860828614, -0.08695741439420113, 0.4590358113817321, 0.6311553758947461]; [-0.411895826104987, 0.6054097817977939, 0.3066878138511966, 0.279963638455627, 0.5308113740465836]; -0.0045133319820615464
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.642988246274631, 0.9601953983402909]; [0.5374745570475346, 0.41552470303453415, -0.41312106635314394, -0.7491386586525421]; -1.4515730323993294
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5999422813838469, -0.25241516731143454, 0.9721133831818591, 0.9856349866208141, -0.6796903352556196, -0.2397410842011607, 0.6099593841704432]; [-0.2598123429540009, -0.37089672907203086, -0.025295417163103018, -0.8031335672785715, -0.06281567467077842, -0.9965207235526146, 0.0823921312444702, 0.5588346254192249, -0.9085956271917219]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.41078207979385306, 0.9349584508867932, 0.4864722393416212, -0.8868699444024715, 0.6058538952648793, 0.09248047733569753, -0.24016373145532555, -0.6165133664080922]; [-0.9969776461982276, 0.8596740954002671, 0.49226768630936735, 0.9501838648874228]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.013511489909035612, 0.03053674300435394]; [0.47907318183443404]; -0.06472992462045539
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.36062604893918726]; [0.9952218199379328, 0.665471096503198, -0.8939538714390729, 0.13910776602385932, 0.9862643286161474]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.14093947356975134, 0.5544601186129228, -0.8178652767294354, -0.5279648808239705, 0.44021717129393845]; [-0.46669094942529354, -0.1594405863490147, 0.6551017362906304, -0.80517319153667, -0.42379184182768004, 0.6421324595324336, -0.7816582869150874, 0.33975097160771184, 0.05951120083987749]; 9.548579136297654
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.7277191861604015, -0.1461931304020263, 0.4115388028274496, -0.47016029241786295, -0.4082449750010684, 0.45149369634726777, 0.4969338385246673]; [-0.32663917799394193, -0.9177375624776125, -0.9803852641107849, 0.6306696872294797, 0.3157901938274128]; 9.0675631481149
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.2842699853012258, 0.870855240453094, -0.9554065680981532, -0.7887614297968257]; [0.6702387215759062]; 3.5987736527395544
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.615509163998518, -0.9137068932939707, -0.94034058235883, -0.5266314570270616, 0.7421323629992591, -0.14607861420049084, 0.18679696613417773, -0.375579217739592, 0.43525438582395615]; [0.634922761953949, 0.6271745941730338, 0.7899602966245189]; 0.008365088145745115
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.9444449504003121]; [0.08988735673910431, -0.030197265366638026, 0.05968575309517443, 0.9045850483317397, 0.7887706743190777, -0.7420719034368666, 0.6527814785154791, -0.7030256410922457, 0.185232435227207]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.4782850524846858, 0.6479913146857457, -0.9180239214646067, 0.4058662275562699, -0.26804835555886886, -0.8106206663776487, -0.12906285129696693, -0.665396055244005]; [0.0480521058963268, 0.8795086426155594, 0.7336963740119755, 0.38859765666870616]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.9831905047624567, 0.144034714704375, 0.7148010088405081]; [0.11039458381342215, 0.6436379492457573, 0.23647550544995322, -0.5791764264938661]; 13.837352514067323
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.7577609973104227, -0.42606089572511285, 0.24918604820309098, 0.1429512790551668, 0.30184792021250684, -0.9252573523631509]; [0.006331330309498728, 0.5044110389937912, 0.8450251424872968, 0.9443013081031679, -0.9630837462604744]; 10.847148428068511
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.4601836165885873, 0.5789930889647621, -0.6177715749598067]; [-0.03930283639385479, 0.626851266028321, 0.28133676506792016, 0.8507375833086741, 0.5670660551672133, -0.6166862318869644, -0.9170287456498518, 0.05773341475015936, 0.6267625679165569]; 11.290290325295928
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.9584979170118264, 0.08955854420585951, -0.09223854745437543, -0.9514643019215898, 0.810077489379031, 0.5443158380423874, 0.26096643428445176, 0.3776426657081855]; [0.9986092159265181, -0.22382745721065733, 0.6468480676184585, 0.830337423936979]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9743831462304113, 0.03074959548266465, -0.301255096999675, -0.9317328228226314, 0.2196750630815716, -0.05235063144519336, -0.9933830048625045]; [-0.26103831568922065, 0.5269789718373772, -0.07393914471506324, -0.6701616440222529, 0.4433640519673827, -0.6558095853046351]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.9116999659628651, 0.6683520887809773, -0.7613808079426991, -0.4194017262492309, -0.7583790243142472, 0.5596800151703738, 0.04410051060122133]; [-0.45706219259087666, 0.09944977412849387, -0.8490793255289373, -0.6090785795936569, -0.7413555684823949, 0.8621063610019313, -0.9109906964917012, -0.16005603871342378]; 4.984953996478854E-4
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.3438406039763897, -0.8399011640873475, -0.9208454197548359, -0.9094377124565867, -0.21352151327718905, 0.8269869281962214]; [0.08050718180815819, -0.6876952414383961, -0.4595495786303647, 0.07962924536127636, 0.5397557884731639, 0.553563026690034, -0.3356280440412802, 0.24934333833417477, -0.19251252270338592]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.7834760898111133, 0.889130719879784, 0.17512335468608442, 0.9387888100682216, -0.46535682700027015, 0.961186819221078, 0.9735764774565987, -0.5512938716937195, 0.7487680712952007]; [-0.11600068590461521, 0.31625429188591325, -0.7251773969548037, -0.749719930402764, 0.2678458953784264, 0.5735704138660547]; -0.0015696732914085246
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8066486499626557, -0.6556057681900773, 0.3986917992383687, -0.7744873874656308]; [0.24178426918484575, 0.48401939194602317]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.6503445172922147, 0.7928723312529307, -0.6797235477711523, 0.8343463616938824, -0.5159906757046195, -0.7912699741150939, 0.07558727665201848]; [0.8505989587612328, 0.03654334203306142, 0.028451424618773036]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.5844608668032494, 0.1861472097730399, 0.11051215407865311, -0.8325360258843655, 0.5585966658434194, 0.6954485223682085, 0.3902738259532994]; [0.9595995282655108]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.6076918682834489]; [-0.44395297106953224, 0.14512231754496763, -0.7551952053734912, 0.09599331576091386, -0.3938715227240228]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.3122965149830623, 0.9235355671163799, 0.4772009568994555, 0.8788922297559261, 0.3507973954542749, -0.04383157535265769, -0.7218992734362542, 0.012268794057869625]; [0.25913879041641685, -0.8607230566361053, 0.8271148739408996, 0.7222758993192857, 0.6983382827605245, -0.8433631003900719, 0.8427354866248069, 0.8505721752910802, 0.7208592295534932]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.6186602440044233, 0.9406132118615163, -0.36846635089692015, 0.7793928447058247, 0.6964090233974358, 0.45164534168032766, 0.7714426661415523]; [-0.35913215381671537, -0.7951691987199898, 0.5279301396948359, 0.6921460284058658, 0.6097189725627368, -0.8840758079187401, -0.8049038016891032, 0.8638029563867644]; -0.00630694466806232
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8230683976811148, -0.6765063161023852, -0.9963441866709635, 0.5361111609667724, 0.6117682278389249, -0.7677787126775124, -0.7613287508137114]; [-0.6253372759501057, 0.7259746617847027, -0.7577288029628382, 0.2661650841605132, 0.5188493626635571, 0.06565392361567413, -0.031904274643702824, 0.5263444910851547, -0.5999997409398627]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.8761136383472559, -0.25405261107281407, 0.9278515376561358, 0.29320260827300326, -0.18243494464808285, 0.27561647342832263, 0.9538911525698057, -0.9764797911490253, 0.4348069565488428]; [-0.6545694050451873, -0.3397702301400989, 0.5070910074773365, -0.46531077052929914, -0.4944336270789629, 0.926697466239917, -0.12015015177605837, 0.8689532745920827]; -0.16377481483527326
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.2832411955678611, -0.18203168930922087, -0.14861067798173977]; [0.29570673221664046, -0.9256327616875197]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.2839675336418488, 0.6187359852327907, 0.8680469974253824, 0.19976539401390192, 0.005916057363974714]; [0.18458549046719708, -0.194081455625424, 0.7800535331413845, -0.47215588733891356, 0.24680596339804706, 0.8974078670132675, 0.061838431385423887]; 11.95370454443649
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.24681640139771455, -0.03921606080640405, 0.026070548646113023, -0.38114431021033046, -0.30185753414807714]; [0.8234538736290522, -0.016225393829397916, -0.544780587806704]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.04165632122223517, 0.687616137738206, -0.49606339883619044, -0.5460432598540907, -0.07096809733602738, -0.5125839528889038, 0.5379156915855323, 0.8425200999552387]; [0.2698114524934745, -0.35937922515816867, -0.802277151949859, 0.3879840839199631, -0.020544114247050604, 0.2905967786219703, -0.4989073082053923, 0.8881503775621316, 0.06546852542579407]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.5606564454701404, -0.9196443842256992, -0.8092006982868463, -0.27528448365215885, 0.815708038611147, 0.35443891982094233, -0.5481572531899723]; [0.1955921918962933, 0.5609085843351087]; 10.397512837475844
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.6862837752105582, 0.6341480035269556, -0.0011746895874233942, -0.9457150569302113]; [-0.9696848556420958, -0.6476814232381305, -0.8468467161516515]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.029945763391750146, 0.28188363959310614, 0.08473290293664171, -0.8662316051762533, 0.521639860356282, -0.7352942202385524, 0.5026582518093565]; [-0.16445573478507525, 0.3381459393902153, 0.2724494520828593, 0.20727191389775523, 0.6097135659387916]; 11.255204170842573
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.08531714752291686, -0.5702825969582936, 0.5189381526163741, -0.438199117955419, 0.3317782599284318, 0.09496573882084536, -0.870895614093953]; [-0.2697432800157016, -0.5163881427555981, -0.6147577716445811, 0.403696456901665, 0.509379017273276, -0.2549009758934193, 0.42558985694560736, -0.08209259141080127]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.26325079805304874, 0.010713945957840476, 0.3888493855676016]; [0.4057908869572473, 0.2345502244218074, 0.35322739538959635, 0.16698759851339573, -0.27591477305483636, 0.27577565690258243, 0.3450413690183427, -0.39703394776124057, -0.3417898326571598]; 0.2594298693546057
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.4404775444029816, 0.8346421043466876, 0.6125580676527365, -0.5606062271887458, -0.36615620364458445]; [-0.0026762426073316803, -0.7615889081090514, -0.3045975164344219, 0.6570345283753765]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5108981451743884, 0.7040418344249333, -0.7766366611223545, 0.6533484400055325, -0.6450000128107249, 0.8733437992519477]; [0.4516826604817872, -0.0035696923758230525, 0.9776601489182561, -0.8284243447315363]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.25091882268799726, 0.7438724988363967, -0.20050873795864588, -0.013309639372628634, -0.15771872327569847, 0.6487021283886667, -0.1886623256221478, -0.154743806911539]; [-0.48010248875509487, 0.9028876920741349]; 2.3425305336920994
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.12708678664367135, 0.24510992974539914, 0.5285976574095106, -0.7188606897960583, -0.1849857268895463, 0.9272746112589234, -0.8913836909509032]; [-0.8400834238743529, -0.029211555266699163, -0.41743631281681814, -0.030780411101415828, -0.9943002970502766, -0.7068968871396384, -0.4863148846512233]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.3292656456342835, 0.35821949761111194, 0.5373228020445007]; [0.6115485303998556, 0.3582719809891286, -0.9215175627389343]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.12356966185742313]; [-0.8451300424106394]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.4167094868464918, 0.6880683615223373, -0.7601921763376494, 0.40505883699102796, -0.4473426349847922, -0.00468182239572057, -0.49314225418083213, 0.7437630093189906, -0.43911238687292875]; [-0.1143303505692026, -0.901288763282116, -0.8116623945370347, 0.5897503489238503, 0.14754068757403505, -0.40371437019757694]; 5.432714024167877E-6
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.4791053600604198, -0.8995496581225686, 0.5117993685383435]; [0.050018773435991815, -0.020519300736596247, -0.10289136531608545]; 9.941834131708868
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.7020009614184484, 0.7364740317683407, -0.5146794410360598, -0.39371989617396563, 0.2242126496164909, 0.9163891883344062, -0.2820442483130452, 0.7957631810314318]; [-0.1306124325646636, 0.5363688464427017]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.9995032810611875, 0.04697097246234372, -0.5421099661226547, -0.736314413580885]; [0.9200989656537089, -0.6013498979938632, 0.22491477017083428, -0.4965785748914098]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.11583672145104451]; [-0.5042519196525055, -0.5728167884744519, -0.8805550121334003, -0.5993484999105423]; 3.4039611084182373
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5057463925449854, -0.7545586232910171, 0.46548825114014436, 0.7712994405652827]; [-0.5942084746482594, -0.13607725622737643, -0.9701511928080777, 0.09939887062123542]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.4025274962789547, -0.27291709783639617, -0.4929870387773949, 0.03921256627371861, 0.9721081339859461, 0.40555006912711544, -0.5682429484384435, -0.4480250181892078, -0.4720760367983132]; [-0.7526206410888647, 0.6460531630149797, 0.08382330654197201]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.568486569862038, 0.04733669827092091, 0.8163683649070299, 0.043893965319960815, -0.9805056070377947, 0.3360810411583304]; [0.9787143286482887, -0.763790519391367, -0.3477133283852194, -0.4272475636007864]; 9.77907537590679
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.661068439376207, 0.986872052178138, 0.5604530287996379, -0.4813848094712212, -0.4824464424575827, 0.10847129211798423, -0.13493901012308052]; [0.37604588006107176, -0.3939703192624997, -0.4434981958203448]; 11.74697088533221
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.1929616066716744, -0.1037043092552663, -0.54948452696662, -0.34201943121855005, 0.8865116592787063, -0.40890101732528006, -0.14787593187144177, -0.8696586352850681]; [-0.9083686388875618, 0.42733833436149715, 0.04696285257892718, 0.7590759148344934, 0.6874044864974307, -0.059381049344338965]; 10.242472667881762
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.7432878307294859, 0.5654816948131189, 0.1385698487622966, -0.42725531120064275]; [0.9373645987610042, -0.42873313499875754, 0.6565671825522574, -0.7802708399765224, -0.8961294355362632, -0.14534675229392957, -0.41083265953041015, -0.5288840129567587, -0.006796751478355567]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5069906983353174]; [0.41234590181096986, 0.8280221915128079, 0.025620148747846683, 0.19993550962734497, -0.5625017284301359, -0.6935392293903462, 0.5336648513682207, 0.9901146726117325, 0.5131101233098174]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.7358627149981174, -0.9492817937081337, -0.9568684096870239, 0.9785125253108644, -0.9669422153431326, 0.08567354809509165, -0.9121445948385098, 0.9183670604067369]; [0.9969245513249114, -0.7424238249456918, -0.9081297074600896, -0.629958873358051]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.8785626687027024, -0.5761666321668213, 0.8158293073657101, -0.4479501977266531]; [-0.37274117657301575, 0.007865980877906464, 0.8804981570932411, 0.4102566249995401, 0.48954289391241246, -0.8831604101243282, -0.605355020439234, -0.18045982046911546, 0.7545652316080416]; 10.857506032465212
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.23737726139014614, 0.9048241062132283, -0.36785021203216717, -0.7168634783488308, -0.6930772307633106, 0.45349125047757677]; [0.429989737971624, 0.4621193401110968, -0.21931156661989504, -0.13022080318560358, 0.3165852186212119, -0.33049067502366425, 0.9488869826295434, 0.06765282510152604]; 10.324938213402438
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.6244988909280351]; [-0.16481599569293648, 0.20621310445889574, 0.08905376380099339, -0.4745011851713732, 0.3085603777245909, -0.7646945316727563, 0.9050346667505318]; 10.10292740651744
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.4187320734539648, 0.42604594964415066, -0.8618143679595915, -0.4242252223045164]; [-0.2432006295980116, 0.6653062557132705, 0.434436334178979, -0.7292422076983831, 0.9404849785305354, 0.08001385908514691, 0.5421471069322277, 0.8632854733869451, 0.32253668502587085]; 9.686038185429862
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.17211619299491931, -0.13258002757438958, 0.33888863050510665, 0.4988443578340369, -0.9635587168750601]; [-0.049504778153287354]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.9049095830572498, -0.9481013830389642, 0.995108368962482, -0.7486785930691255, -0.6396349753518451]; [-0.04857570432359459, 0.7188361442104334, 0.10465991306972589]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.4230276649590452]; [-0.5794000031979736, -0.7023494810586142, 0.1345801204421675, -0.863819372824624, -0.5077108255979133, 0.1281198665331431, 0.9904672968238457]; 9.754897769569897
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.25273143671314946, 0.7082255531592831, -0.8831068881801312, 0.6514291420849703]; [0.5448908718364098, 0.45510954159700856, -0.7469017244543339, 0.743255174371533, -0.6245532401217038, -0.7149105443783528, -0.4344685025035484, -0.6781532973359929]; -21.094436977682943
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.5864973267004503, 0.23411582554403476, -0.5877929849497592, 0.3993013905987137, 0.525259644174285]; [-0.36982626982217104, -0.7060200320453274, 0.12360255089958261, -0.47918974996028174, 0.1744124558519935, 0.94059384972801, -0.02987166497459115, 0.4008047354527846, 0.1817087634003176]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.2866454643833536, -0.43703855158935223]; [0.022240069806108487, 0.7832148344266645, -0.8633997119671812, -0.18375368460349661]; 2.4924329538303347
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.6905126187828705, -0.3780425497842659, 0.8121327711410191, 0.970606219695102, 0.08526661312319828, -0.8864284203996358, -0.11829461494351978]; [-0.2031027102412104, 0.14046007904119961, -0.30223402195231674, 0.19144239096664428, -0.25065642472654615]; NaN
